0.48732513, 11.4312
0.37893069, 67.9146
0.34713047, 126.2883
0.30656972, 185.4004
0.30914651, 246.6484
0.30425258, 309.5960
0.30198218, 374.4793
0.29454146, 443.0040
0.29253110, 514.1259
0.29233949, 585.3563
0.29205145, 660.6887
0.28833923, 733.9247
0.29253103, 808.1519
0.29525745, 885.1533
0.29010521, 964.5752
0.29018799, 1045.1410
0.29167895, 1124.7620
0.28642443, 1205.6238
0.29779917, 1287.8104
0.28740776, 1371.0963
0.28636989, 1456.5019
0.28557989, 1541.9007
0.28626513, 1629.6274
0.28859896, 1712.4949
0.28547361, 1800.2141
0.28570046, 1886.8523
0.28706423, 1972.2139
0.28672762, 2059.4707
0.28549527, 2143.7863
0.28882596, 2226.0401
0.28587578, 2308.9914
0.28722630, 2391.7498
0.28637489, 2477.0193
0.28711254, 2559.4227
0.28630142, 2640.6008
0.28674081, 2723.6927
0.28651009, 2808.4047
0.28537556, 2893.7245
0.28696029, 2976.4248
0.28784426, 3060.3348
0.28536633, 3145.2760
0.28562253, 3230.8515
0.28476383, 3317.0243
0.28484999, 3401.7066
0.28618544, 3484.0510
0.28384670, 3567.2447
0.28789977, 3652.6733
0.28501180, 3733.5746
0.28824228, 3815.1937
0.28295684, 3897.2443
0.28283337, 3979.7650
0.29008955, 4062.6672
0.29051092, 4145.4545
0.28762200, 4229.6291
0.28347477, 4314.8015
0.29292029, 4398.5647
0.28427669, 4483.7426
0.29027861, 4571.7865
0.28705500, 4658.5154
0.28996752, 4743.0329
0.28426218, 4828.2024
0.28391372, 4912.6452
0.28524025, 4995.5299
0.28405623, 5080.2166
0.28941365, 5162.6834
0.28295864, 5246.3972
0.28487679, 5330.8774
0.28341504, 5413.6908
0.28851842, 5498.1837
0.28472006, 5582.1135
0.28368676, 5666.4186
0.28478634, 5750.9005
0.28569203, 5838.6001
0.28385593, 5922.9389
0.28494361, 6006.1423
0.28454566, 6090.9949
0.28543058, 6172.8333
0.28361139, 6255.4549
0.28335665, 6341.5734
0.28537034, 6426.3415
0.28234061, 6509.7451
0.28492738, 6593.7624
0.28429748, 6680.4271
0.28320420, 6764.3511
0.28225850, 6849.1230
0.28232392, 6933.2922
0.28596715, 7020.1725
0.28338724, 7104.1652
0.28506302, 7187.2727
0.28289017, 7270.3853
0.28247605, 7353.8373
0.28419315, 7436.9838
0.28275840, 7519.9594
0.28354320, 7604.0701
0.28291159, 7688.5869
0.28325719, 7772.0364
0.28480126, 7855.7779
0.28206357, 7942.0480
0.28386398, 8028.4985
0.28279607, 8113.8252
0.28410175, 8199.4645
0.28303797, 8284.3995
0.28362733, 8368.6118
0.28218594, 8451.7630
0.28356600, 8536.2278
0.28304926, 8619.9627
0.28342358, 8703.1418
0.28457338, 8789.0350
0.28252098, 8873.1226
0.28373009, 8956.4685
0.28767775, 9042.8309
0.28298590, 9129.0677
0.28372476, 9212.3674
0.28421240, 9295.9991
0.28563332, 9379.2177
0.28551135, 9463.3745
0.29259622, 9547.3409
0.28622811, 9631.2092
0.28335509, 9713.6618
0.28236822, 9801.3151
0.28548897, 9888.9915
0.28440294, 9974.2050
0.28647811, 10059.5569
0.28356135, 10144.8289
0.28374877, 10232.9559
0.28295442, 10322.5240
0.28469330, 10410.3757
0.28411584, 10498.6493
0.28545530, 10586.9746
0.28532524, 10673.8637
0.28367928, 10761.3051
0.28235592, 10848.7175
0.28331009, 10934.8902
0.28374032, 11021.5261
0.28288875, 11110.9292
0.28270387, 11199.9480
0.28236196, 11289.5993
0.28398201, 11376.3407
0.28529434, 11463.2693
0.28574791, 11549.3507
0.28500077, 11638.3839
0.28283189, 11729.6734
0.28369379, 11816.6205
0.28298907, 11903.3484
0.28324386, 11991.7852
0.28227941, 12081.0938
0.28350928, 12170.8445
0.28318656, 12260.5744
0.28321843, 12350.1141
0.28379179, 12438.2968
0.28263087, 12528.0220
0.28376396, 12615.8088
0.28313673, 12702.3263
0.28341349, 12790.3305
0.28344653, 12876.0435
0.28386323, 12962.8663
0.28367418, 13049.0983
0.28201130, 13138.4165
0.28355553, 13226.5470
0.28349273, 13315.4873
0.28211006, 13405.8723
0.28506905, 13495.5004
0.28308282, 13586.9347
0.28235971, 13677.1824
0.28302491, 13763.3237
0.28157433, 13849.8193
0.28270009, 13938.3388
0.28369450, 14025.8727
0.28343662, 14113.7872
0.28474085, 14202.9937
0.28414255, 14288.7357
0.28353647, 14374.6766
0.28220719, 14460.5310
0.28342858, 14548.8840
0.28463379, 14639.2468
0.28280193, 14728.4375
0.28339623, 14815.9641
0.28355040, 14901.8918
0.28469499, 14989.8004
0.28598399, 15080.2829
0.28249878, 15171.1148
0.28216309, 15260.4286
0.28561572, 15349.3759
0.28286726, 15441.1339
0.28422567, 15530.1559
0.28172126, 15618.4372
0.28520889, 15707.4464
0.28194009, 15798.4177
0.28335607, 15891.3977
0.28389605, 15981.1848
0.28287690, 16068.9059
0.28336378, 16158.3355
0.28369391, 16248.8815
0.28170184, 16341.5380
0.28481853, 16430.4321
0.28178006, 16517.9258
0.28304865, 16606.5677
0.28414564, 16692.9564
0.28302150, 16782.2486
0.28340700, 16874.1478
0.28343639, 16966.8942
0.28476769, 17058.9317
0.28353268, 17151.5121
0.28356981, 17243.3251
0.28382888, 17333.3652
0.28250214, 17418.2419
0.28244993, 17505.5006
0.28431558, 17596.1692
0.28512695, 17687.0883
0.28517819, 17777.9510
0.28425560, 17865.5660
0.28875694, 17955.6755
0.28288751, 18044.0357
0.28278821, 18132.2567
0.28598239, 18220.5542
0.28497322, 18310.5428
0.28538666, 18398.5905
0.28189678, 18485.5574
0.28283137, 18577.6960
0.28266604, 18669.6359
0.28326258, 18760.8822
0.28227447, 18848.3962
0.28258807, 18933.9059
0.28363837, 19019.1118
0.28319387, 19110.7456
0.28178455, 19204.0908
0.28452277, 19298.2832
0.28378606, 19391.1399
0.28196574, 19481.3552
0.28344613, 19571.2666
0.28301507, 19660.1355
0.28189635, 19747.4316
0.28377652, 19836.4402
0.28274469, 19930.8748
0.28308208, 20022.4628
0.28414707, 20115.6355
0.28261521, 20208.5273
0.28318310, 20298.6655
0.28413111, 20388.5186
0.28329650, 20481.3647
0.28421141, 20575.4167
0.28301898, 20666.3012
0.28418574, 20756.1200
0.28282069, 20848.4732
0.28312552, 20939.9129
0.28259016, 21030.7464
0.28577576, 21121.1586
0.28278847, 21212.2239
0.28248185, 21302.2548
0.28332091, 21391.0975
0.28276738, 21479.4536
0.28534510, 21572.3415
0.28440685, 21663.2007
0.28469258, 21750.6132
0.28300752, 21838.0719
0.28197487, 21930.0798
0.28470617, 22023.0079
0.28345130, 22116.2882
0.28449744, 22206.2158
0.28305225, 22293.1852
0.28383645, 22381.1324
0.28324944, 22468.4421
0.28315860, 22561.4237
0.28391573, 22649.9766
0.28337080, 22734.5122
0.28353229, 22820.1218
0.28208101, 22907.5660
0.28180823, 22997.9459
0.28281094, 23088.0538
0.28412683, 23173.7399
0.28249499, 23261.9559
0.28261927, 23354.3840
0.28264675, 23447.0109
0.28263406, 23536.7247
0.28293245, 23624.6519
0.28268154, 23713.3710
0.28491595, 23804.0166
0.28417545, 23897.5132
0.28283863, 23988.5467
0.28269132, 24074.9911
0.28429872, 24162.9397
0.28201902, 24254.1374
0.28253954, 24340.3749
0.28448567, 24428.3825
0.28271338, 24522.3276
0.28319211, 24615.8845
0.28225873, 24710.4607
0.28133069, 24808.9423
0.28228535, 24908.0762
0.28293024, 25002.5889
0.28390184, 25098.9431
0.28352500, 25192.5272
0.28240212, 25283.6031
0.28382539, 25373.7577
0.28235108, 25462.7918
0.28228416, 25561.7401
0.28235598, 25657.6798
0.28360409, 25752.4872
0.28249698, 25849.1829
0.28405107, 25942.5740
0.28216626, 26037.7787
0.28291370, 26128.5335
0.28318641, 26220.3180
0.28255961, 26318.8493
0.28259936, 26421.8145
0.28246043, 26524.2804
0.28289053, 26625.3407
0.28335569, 26723.5505
0.28221571, 26822.2073
0.28281526, 26916.0924
0.28264975, 27016.0202
0.28279313, 27110.5822
0.28298879, 27206.6255
0.28437823, 27304.0722
0.28464453, 27402.4797
0.28227236, 27499.7351
0.28310790, 27594.6254
0.28231088, 27690.8927
0.28204564, 27788.6069
0.28292771, 27883.3429
0.28439591, 27977.4696
0.28270986, 28073.0357
0.28265352, 28170.2886
0.28341153, 28265.6673
0.28363314, 28360.9961
0.28412261, 28453.0672
0.28309027, 28546.3223
0.28322761, 28638.7840
0.28315092, 28730.3415
0.28263896, 28821.6058
0.28224449, 28914.4077
0.28334213, 29004.8933
0.28388553, 29096.2395
0.28413631, 29186.5135
0.28425153, 29276.8654
0.28212782, 29368.7864
0.28208114, 29458.2997
0.28245890, 29550.4715
0.28225471, 29640.4211
0.28404933, 29729.7202
0.28350349, 29822.5494
0.28365734, 29924.9075
0.28413508, 30024.3705
0.28376688, 30123.7754
0.28311797, 30222.7855
0.28216648, 30320.9322
0.28348442, 30419.6468
0.28359131, 30518.9308
0.28423713, 30619.0250
0.28549340, 30715.2792
0.28385445, 30811.9196
0.28413498, 30908.2667
0.28409292, 31010.7088
0.28408826, 31107.7824
0.28345955, 31202.1917
0.28494393, 31297.4056
0.28392178, 31388.8457
0.28372412, 31490.2440
0.28334153, 31589.2732
0.28466061, 31683.7811
0.28274271, 31782.6219
0.28338008, 31878.6632
0.28255744, 31971.3112
0.28249490, 32068.2340
0.28365614, 32169.9185
0.28368996, 32271.7127
0.28278941, 32368.9038
0.28424585, 32465.0070
0.28408241, 32561.7174
0.28343900, 32655.8786
0.28246556, 32748.9095
0.28277166, 32849.5779
0.28426238, 32952.6675
0.28562281, 33051.6498
0.28396366, 33147.2879
0.28290503, 33243.0885
0.28403349, 33337.4031
0.28297490, 33435.9444
0.28276468, 33533.7554
0.28303706, 33631.7623
0.28468087, 33728.0381
0.28426574, 33824.5119
0.28438887, 33921.8447
0.28370467, 34025.3899
0.28312446, 34122.9040
0.28655227, 34221.6109
0.28415207, 34322.5973
0.28380150, 34426.6750
0.28371960, 34526.8753
0.28339952, 34624.7129
0.28420832, 34724.2329
0.28363562, 34820.9605
0.28412505, 34914.5620
0.28454364, 35008.2498
0.28365408, 35103.6125
0.28326161, 35198.9049
0.28262964, 35294.1462
0.28383828, 35388.0715
0.28323566, 35479.9202
0.28407339, 35572.6158
